신문사,제목,본문_요약,링크,카테고리,예측점수,최종선택여부
매일경제,"진옥동 ""신한, AI네이티브 컴퍼니로""","주주서신서 생산적금융 강조인공지능(AI)을 마치 모국어 쓰듯 체화시키는 AI 네이티브가 금융권의 핵심 화두로 떠오르고 있는 가운데, 진옥동 신한금융그룹 회장(사진)이 주주 서신을 통해 ""신한을 'AI 네이티브 컴퍼니(Native Company)'로 전환시켜 가겠다""고 밝혔다.9일 신한금융에 따르면 진 회장은 최근 주주들에게 서신을 보내 ""반복적이고 소모적인 업무는 AI를 통해 자동화하고, 임직원들은 각자의 전문 역량을 바탕으로 고부가가치를 창출해야 한다""며 이같이 밝혔다.생산적 금융 실현 의지도 내비쳤다. 진 회장은 ""미·중 경쟁 구도와 보호무역 기조가 지속되는 가운데 한국 기업들이 기술력과 품질을 기반으로 전략적 공급 파트너로 재평가받고 있다""며 ""지금이 한국 기업들이 투자를 확대하고 기술 격차를 해소할 ...",https://n.news.naver.com/article/newspaper/009/0005663726?date=20260410,경영,0.004764832951450728,
동아일보,"“우주 27% 차지 암흑물질, 하나 아닌 두 가지 형태로 존재”","美 페르미랩 연구팀 가설 발표에너지 따라 ‘바닥-들뜬 상태’ 가정이종 결합할 때만 감마선 신호 발생별-가스 비중 적은 왜소은하서… 방출되는 감마선 정밀관측 필요우주의 탄생과 천체의 움직임을 설명하는 개념인 ‘암흑물질’이 두 가지 모습으로 존재할 수 있다는 가설이 제시됐다. 학계의 주류 이론만으로는 설명하기 어려운 우주 현상을 더 매끄럽게 설명하는 개념이다.미국 페르미랩 연구팀은 우주의 암흑물질이 두 가지 상태로 존재한다는 이론을 제안하고 연구 결과를 9일 국제학술지 ‘우주론 및 천체입자물리학 저널(JCAP)’에 공개했다.● “에너지 수준에 따라 모습 달라”우주를 설명하는 표준모형에 따르면 우주는 암흑에너지 68.3%, 암흑물질 26.8%, 물질 4.9%로 이뤄졌다. 암흑에너지는 빅뱅 이후 우주를 팽창시키는 ...",https://n.news.naver.com/article/newspaper/020/0003711324?date=20260410,기타,0.004762086356485742,
동아일보,아산 기업도 “셋째 낳으면 장려금 1억”,"시-실크로드시앤티 저출생 협약충남 아산시는 건설소재 전문기업 ㈜실크로드시앤티와 ‘저출생 대응 및 가족 친화 문화 확산’을 위한 업무협약을 체결했다고 9일 밝혔다.실크로드시앤티 기업은 셋째 자녀 출산 직원에게 1억 원의 장려금을 지급하는 등 가족 친화 경영의 모범 사례로 주목받고 있다. 시는 출산 장려에 앞장선 기업 사례를 지역 전반으로 확산하고 민관이 함께 저출생 문제에 대응하는 구조를 구축하기 위해 이번 협약을 추진했다.협약에 따라 양 기관은 가족 친화 프로그램 발굴 및 일·가정 양립 문화 확산, 지역 인재 채용 및 청년 정착 지원, 지역 상생을 위한 사회공헌 활동 등에 협력하기로 했다. 시는 기업의 우수 사례가 지역에 안착할 수 있도록 맞춤형 행정 지원과 대외 홍보를 병행할 계획이다. 더불어 민관 협력을...",https://n.news.naver.com/article/newspaper/020/0003711300?date=20260410,경영,0.004728749440439251,
매일경제,"전쟁발 인플레 우려에 … 美 연준 ""금리 인상·인하 모두 가능""","3월 FOMC 의사록 공개미국 연방준비제도(Fed·연준)가 지난 3월 연방공개시장위원회(FOMC) 정례회의에서 금리 인하와 인상 두 가지 가능성을 모두 논의한 것으로 나타났다. 이란 전쟁에 따른 에너지 가격 상승 여파로 인플레이션 상방 위험이 커지면서 통화정책 불확실성이 더 높아졌다는 판단이다.8일(현지시간) 공개된 3월 FOMC 정례회의(3월 17~18일) 의사록에 따르면 대다수 연준 위원은 ""인플레이션 하락 속도가 기대에 미치지 못하고 있다""고 평가했다.연준 위원들이 우려를 표한 리스크는 세 가지다. 우선 중동 사태로 인한 에너지 가격 상방 압력이다. 위원들은 ""전쟁으로 원유 선물 가격이 단기간에 15% 폭등했다""며 ""이런 에너지 쇼크는 헤드라인 물가를 밀어 올리는 건 물론, 근원 물가로 전이될 위험이 ...",https://n.news.naver.com/article/newspaper/009/0005663748?date=20260410,기타,0.004652932126522981,
조선일보,"[朝鮮칼럼] 이주 노동자, 한국 경제와 사회의 든든한 버팀목","파독 광부·간호사와중동 건설 노동자처럼국내 이주 노동자 110만갈라치기 하지 마라농어촌·건설·조선업 등없어선 안될 소중한 자산이주 노동자가 없으면 대한민국 경제는 심대한 위기를 맞는다. 농어촌 생산 현장은 마비되고, 수많은 중소기업이 문 닫으며, 조선소는 치명타를 입는다. 고용노동부 기준 110만명의 이주 노동자는 대한민국에 없어서는 안 될 소중한 자산이다.대한민국은 한때 이주 노동자 착취·탄압의 오명을 썼다. 임금을 떼먹고 인권을 유린하는 사업주가 많았고 노동 행정은 허술했다. 이주 노동자들은 노조를 만들고 명동성당에서 농성을 벌이기도 했다. 대한민국은 나라 안팎에서 비판받았다. 이주 노동자 송출국과 외교 마찰도 빚었다. 이주 노동자 처우는 개선됐다. 물론 아직도 임금 체불, 산업 재해, 인권 유린 등의 ...",https://n.news.naver.com/article/newspaper/023/0003969927?date=20260410,경영,0.004472199526443155,
한국경제,"5만원에 하이엔드급…대탈酒 시대, 사케만 잘 나가",Cover Story위스키 대신 '갓성비' 사케 열풍대한민국 주류 시장 지형도가 유례없이 가파르게 변하고 있다. 단순히 술을 덜 마시는 것을 넘어 세대 간 음주 문법이 완전히 달라졌다. 2024년 질병관리청 통계에 따르면 20대의 하루 주류 섭취량은 전년 대비 30% 이상 급감했다. 어느새 60대보다도 술을 멀리하는 세대가 됐다.기성세대는 ‘우리’라는 집단적 유대와 끈끈한 공동체 의식을 확인하기 위해 술잔을 부딪쳤다. 그러나 각자도생 시대를 사는 MZ세대는 더 이상 ‘취기’로 자신의 관계나 실력을 증명하려 하지 않는다. 팬데믹이라는 긴 터널을 지나며 회식과 대면 모임의 관성을 끊어낸 이들에게 술은 이제 필수재가 아니라 개인의 선택지로 밀려났다. 여기에 밤 11시에 주문해도 다음 날 새벽 현관 앞에 도착하는 ...,https://n.news.naver.com/article/newspaper/015/0005273112?date=20260410,업계,0.004470611823436278,
한국경제,경남도민연금 가입자 추가 모집,"영남 브리프경상남도가 20일부터 경남도민연금 가입자 2만589명을 추가 모집한다. 새로 모집하는 2만 명과 지난 1월 모집 잔여분 589명을 포함한 수치다. 1차 모집은 20~24일까지 연 소득 5455만원 이하인 1만 명을 대상으로 하고, 2차 모집은 27~30일 연 소득 9352만원 이하인 1만589명을 대상으로 한다....",https://n.news.naver.com/article/newspaper/015/0005273083?date=20260410,기타,0.004404927606600806,
중앙일보,[사랑방] 이경률 SCL그룹 회장,◆이경률 SCL그룹 회장이 20년 넘게 몽골의 진단검사 분야 발전과 의료 인재 양성 등 보건의료 시스템의 기초를 다진 공로 등을 인정받아 몽골 과학아카데미에서 명예박사학위를 받았다....,https://n.news.naver.com/article/newspaper/025/0003515219?date=20260410,기타,0.004284853541184408,
한국경제,'타짜' 단체 관광 왔나…'매출 반토막' 카지노에 무슨 일이,파라다이스 지난달 44% 급감이용객 '승률' 대폭 높아진 탓연초 방한 관광객이 크게 증가한 가운데 외국인 카지노 매출이 엇갈렸다. 카지노의 ‘승률’이 높아진 업체는 관광객이 늘며 매출 뛴 반면 승률이 낮아진 업체는 방문객이 늘었는데도 매출이 줄었다.9일 금융감독원전자공시시스템에 따르면 파라다이스의 지난 3월 카지노 매출은 495억원으로 전월(884억원) 대비 44% 급감했다. 작년 3월(819억원)과 비교해도 매출이 큰 폭으로 감소했다. 매출이 갑자기 줄어든 원인은 이용객들의 ‘승률’이다. 통상 카지노업체의 매출을 판단하는 기준은 두 가지다. 카지노 이용객에게 칩을 판 금액인 ‘드롭액’과 실제 도박 이후 카지노가 회수한 돈인 ‘카지노 매출’이다.지난달 기준 파라다이스의 드롭액은 5877억원으로 2월보다 오히...,https://n.news.naver.com/article/newspaper/015/0005273211?date=20260410,기타,0.004280496000644917,
동아일보,"“비트코인 창시 ‘사토시’, 英암호학자 가능성”","NYT, 17년간 베일에 싸인 인물 지목“애덤 백 블록스트림 최고경영자와코인 철학-문체-활동 시기 등 일치”본인은 SNS에 “난 사토시가 아니다”‘사토시 나카모토’라는 가명으로 알려진 비트코인 창시자의 정체가 영국 출신의 암호학자인 애덤 백 블록스트림 최고경영자(CEO·55·사진)라는 주장이 나왔다.8일(현지 시간) 뉴욕타임스(NYT)는 18개월 동안 수천 건의 인터넷 게시물과 이메일을 분석한 결과 백이 나카모토일 가능성이 높다는 결론을 내렸다고 보도했다. 백은 비트코인 채굴 과정에서 핵심 기술로 꼽히는 ‘해시캐시’의 창시자이자 나카모토가 백서에서 직접 인용한 인물이다. 월가에서는 백을 현재 비트코인 생태계에서 가장 영향력 있는 인물 중 한 명으로 꼽는다.NYT는 백이 1997∼1999년 사이 비트코인과 관...",https://n.news.naver.com/article/newspaper/020/0003711276?date=20260410,경영,0.0042735518637788735,
중앙일보,"서울 급매시장, 3주 더 문 엽니다","다주택자가 내달 9일까지 토지거래허가를 신청하고 4~6개월 내 팔면 양도소득세를 중과하지 않기로 했다. 기존에는 양도세 중과 유예 제도가 종료되는 5월 9일까지 매매계약을 체결해야 했다. 이 전 단계가 토지거래허가 심사인데 여기에 소요되는 기간(약 3주) 만큼 말미를 더 줘서 집을 내놓게 하겠다는 취지다. 다만 급한 매물은 거의 다 나온 데다 증여나 상속으로 마음을 돌린 다주택자도 많아 효과는 크지 않을 것으로 전망된다.정부는 9일 ‘다주택 양도세 중과 유예 종료 보완 방안’을 발표했다. 이재명 대통령이 지난 6일 국무회의에서 “다주택자들이 4월 중순이 되면 매각이 불가능하다고 판단하는 것 같다”며 “토지거래허가 신청과 승인 기한을 고려하면 시간 때문에 그렇게 판단하는 것 같은데, 그렇게까지 할 필요가 있을...",https://n.news.naver.com/article/newspaper/025/0003515228?date=20260410,경영,0.004156948898168531,
동아일보,“발전소 초토화” 뒤로는 휴전 중재 요청한 트럼프,"FT “고유가 후폭풍에 퇴로 모색”파키스탄 실권자의 제안 승낙‘2주 휴전’도 美-파키스탄 사전조율도널드 트럼프 미국 대통령이 지난달 21일 이란에 “48시간 내 발전소 초토화”의 최후통첩을 날린 직후부터 뒤로는 중재국 파키스탄과 휴전 성사를 위해 긴밀히 협력했다고 영국 파이낸셜타임스(FT), 가디언 등이 8일 보도했다. 대외적으로는 이란에 엄포를 거듭했지만 전쟁 장기화로 고유가 후폭풍이 커지자 일종의 퇴로를 모색한 것으로 풀이된다.일각에서는 트럼프 대통령이 관세, 이란 전쟁 등 각종 정책에서 겉으로만 강경 행보를 보이면서 뒤로는 결국 후퇴한다는 뜻의 ‘타코(TACO·Trump Always Chickens Out)’를 되풀이하고 있다고 지적한다. 이것이 협상 상대로서 미국의 신뢰도를 깎아내렸다는 비판도 나온다...",https://n.news.naver.com/article/newspaper/020/0003711321?date=20260410,기타,0.004040184000150928,
중앙일보,전자담배는 괜찮다? 서울 금연구역서 피우면 과태료 10만원,"서울시는 오는 24일부터 액상형 전자담배를 포함한 모든 종류의 담배를 금연구역에서 피울 경우 10만원 이하의 과태료를 부과한다고 9일 밝혔다. 서울시는 사전 홍보와 함께 집중 점검에 나설 방침이다.그동안 합성 니코틴을 원료로 한 액상형 전자담배는 법적으로 담배에 포함되지 않아, 금연구역에서 사용하다 적발되더라도 ‘담배가 아니다’라는 이유로 과태료 처분이 취소되는 경우가 있었다. 온라인과 매장을 통해 제한 없이 판매·홍보가 이뤄져 왔다.하지만 24일부터 개정된 담배사업법이 시행되면서 이 같은 예외는 사라진다. 전자담배도 일반 담배와 같은 기준으로 규제한다. 학교·병원·음식점·공공청사 등 모든 금연구역에서 액상형을 포함한 담배제품을 사용하면 동일하게 과태료가 부과된다.서울시는 제도 시행 초기 혼선을 줄이기 위해...",https://n.news.naver.com/article/newspaper/025/0003515287?date=20260410,기타,0.0040250626835508065,
동아일보,"배우 송중기, 임성재 일일 캐디로 나서",영국왕립골프협회(R&A) 홍보대사인 배우 송중기(왼쪽)가 9일 미국 오거스타 내셔널 골프클럽에서 열린 마스터스 토너먼트의 ‘파3 콘테스트’ 때 임성재의 ‘일일 캐디’로 나섰다. 송중기는 이날 9번홀에서 직접 아이언을 잡고 티샷을 하기도 했다....,https://n.news.naver.com/article/newspaper/020/0003711268?date=20260410,기타,0.004008956634440853,
한국경제,"경남 ""전국 2위 경제특구로 발돋움""","경제자유구역 73㎢로 확대김해 '국제 비즈니스도시' 조성진해신항 배후단지 2030년 완공진주·사천, 우주항공 거점으로이달 관련 법 발의 속도낼 듯경상남도가 경제자유구역을 대폭 확대해 인천에 이은 전국 2위 규모의 경제특구를 구축한다. 동부권은 글로벌 물류·관광 거점으로, 서부권은 우주항공 산업 중심지로 각각 특화 개발한다는 구상이다.◇ 동부권, 물류·관광 삼각 거점으로9일 경상남도가 제시한 ‘경남 미래 경제지도’에 따르면 경제자유구역을 현행 29.6㎢에서 73.4㎢로 넓힌다. 이는 인천경제자유구역(122.4㎢)에 이어 전국에서 두 번째로 넓은 규모다.동부권역 추가 지정 대상은 김해시 화목동 국제 비즈니스 지구, 창원시 진해신항 항만배후단지, 거제시 가덕도신공항 배후도시 등 세 곳이다.김해 화목동 일원은 항만...",https://n.news.naver.com/article/newspaper/015/0005273089?date=20260410,경영,0.003997624545563704,
동아일보,"휴전 하루만에, 다시 ‘암초’ 걸린 호르무즈","이란, 이스라엘의 레바논 공격에 “해협 폐쇄” 경고, 대체 항로 제시트럼프 “진정한 합의 이행될 때까지 이란 인근 배치 무기 그대로 머물것”위태로운 휴전… 美-이란 11일 협상미국과 이란이 2주간 휴전에 극적으로 합의했지만, 휴전 하루 만인 8일(현지 시간) 호르무즈 해협 통항 등 주요 쟁점에서 적지 않은 이견을 표출하며 ‘위태로운 휴전’ 양상을 보이고 있다. 휴전 후 이스라엘의 레바논 공격에 이란은 호르무즈 해협 폐쇄를 경고하는 동시에, 해협에 깔아놓은 기뢰를 이유로 대체 항로를 제시했다. 사실상 자국 통제하에 제한적 통행만 허용하겠다는 방침을 시사한 것으로 해석된다. 이에 J D 밴스 미 부통령은 “이란이 해협을 열지 않는다면 대통령은 우리의 조건(휴전)을 따르지 않을 것”이라고 경고했다.미국과 이란이 ...",https://n.news.naver.com/article/newspaper/020/0003711305?date=20260410,기타,0.003936963246980521,
한국경제,"K방산 상승세 타고, 돈 몰리는 ETF","7개 상품 운용자산 3兆 넘어시장은 지정학적 변수 주시올해 들어 국내 방산기업 주가가 강세를 보이자 이들에 투자하는 상장지수펀드(ETF)로 자금이 대거 유입되고 있다.9일 신한투자증권에 따르면 K방산 ETF 7개의 운용자산은 연초 1조9000억원에서 최근 3조5000억원으로 늘었다. 약 1조6000억원이 새로 유입된 셈이다. 현재 국내에는 K방산 ETF 7개를 포함해 미국 투자 상품 4개, 유럽 상품 2개 등 총 13개의 방산 ETF가 상장돼 있다.K방산 ETF의 성장 배경에는 주요 방산 기업 주가 상승이 있다. 이 ETF들은 한화에어로스페이스, 한화오션, 한화시스템, 현대로템, LIG넥스원, 한국항공우주산업(KAI), 풍산 등을 중심으로 비슷한 포트폴리오를 구성하고 있다. 올해 들어 한화에어로스페이스 주가...",https://n.news.naver.com/article/newspaper/015/0005273096?date=20260410,경영,0.0038721008403489396,
한국경제,"영끌·빚투로 쪼들리는 30대, 車담대 집중적으로 받았다",4050과 달리 車가 주요 자산전체 대출액 중 30대가 33%자동차담보대출을 받는 30·40대가 늘고 있다. 정부 규제로 주택담보대출이나 신용대출이 막히자 주택 다음으로 자산 가치가 높은 차량을 담보로 급전을 마련하고 있다는 분석이 나온다.9일 국내 대표 대출 비교 플랫폼 핀다에 따르면 30대 연령층이 지난 1월 핀다를 통해 받은 차담보대출 신규 약정액은 91억원으로 집계됐다. 66억원인 전년 동기보다 37.9% 증가했다. 같은 기간 40대 연령층의 신규 약정액은 84억원에서 104억원으로 23.8% 늘었다.전체 차담보대출 약정액에서 30대가 차지하는 비율은 2025년 1월 29.5%에서 올해 1월 32.8%로 3%포인트 이상 증가했다. 40대 비중은 같은 기간 37.6%에서 37.3%로 비슷한 수준을 유지...,https://n.news.naver.com/article/newspaper/015/0005273143?date=20260410,경영,0.0038403295258116798,
매일경제,아파트 못 샀으니 오피스텔?…유지비용 포함해 실수익 따져야,"매수 전 꼭 따져봐야 할 것들감가상각 아파트보다 빨라연식 쌓일수록 임대료 밀리고공실 위험은 커지므로 주의가격 상승력도 냉정히 봐야4년 동안 아파트 86% 상승오피스텔은 사실상 제자리""아파트는 너무 올라서요."" ""오피스텔은 월세가 꽤 잘 나온다고 하던데….""오피스텔 매수를 고민하는 사람들은 크게 두 부류로 나뉜다. 하나는 아파트 매수 타이밍을 놓쳐 대안적 주거로서 오피스텔을 고려하는 경우이고, 다른 하나는 안정적인 임대수익을 기대하며 투자 대상으로 접근하는 경우다.최근 오피스텔 시장에 온기가 돌고 있다. HDC랩스 자료에 따르면 올해 1월 서울 오피스텔 거래는 1097건으로 전년 동월 대비 64% 증가했다. 2023년, 2024년 1월과 비교해도 현저히 높은 수준이다. 그렇다면 왜 지금 오피스텔일까.답은 아파...",https://n.news.naver.com/article/newspaper/009/0005663616?date=20260410,경영,0.0037727404204866972,
매일경제,"""금값 차익실현 다시 달릴것""vs ""강달러·고금리 반등 제한적""","최근 전쟁국면에서 오히려 급락…안전자산의 배신?유가 급등 인플레 우려 확산금리 인하 기대 약화 주원인ETF에도 자금 유입 '뚝'변동폭 과도하게 커지면서단기 트레이딩 자산 취급도안전자산으로 여겨지던 금이 최근 전쟁 국면에 오히려 가격이 급락하면서 시장의 통념이 흔들리고 있다. 통상 글로벌 리스크가 커지면 금 가격이 상승하며 투자 포트폴리오의 방어 역할을 해왔지만, 이번 미국과 이란 간 전쟁 국면에서는 주식시장과 함께 흔들리며 정반대 흐름이 나타났다.8일 인베스팅닷컴에 따르면 지난 6일 기준 금 현물 가격은 온스당 4654.42달러로, 미국·이란 전쟁 발발 이전인 2월 말(5277.9달러) 대비 약 11.8% 하락했다. 올해 초 5500달러선에 근접했던 금 가격은 이후 상승폭을 일부 반납하고 5000달러대를 유...",https://n.news.naver.com/article/newspaper/009/0005663615?date=20260410,경영,0.0035655603995209837,
매일경제,유럽도 홀린 K뷰티 … 주가 연일 '불기둥',에이피알 올해 들어 58% 쑥달바글로벌도 성장세 이어가유통플랫폼 실리콘투도 강세K뷰티 열풍이 기존 미국과 일본을 넘어 유럽으로 번질 조짐이 엿보이면서 화장품주가 일제히 강세를 나타냈다.대장주 에이피알을 필두로 달바글로벌 등 주요 기업들이 유럽 시장에서 성과를 내고 있다. 여기에 이들의 해외 진출을 뒷받침하는 유통 플랫폼 실리콘투와 생산시설을 갖춘 코스메카코리아 등 밸류체인 전반에 걸쳐 투자 심리가 확산되고 있는 모습이다.9일 에이피알 주가는 전 거래일 대비 8.94% 오른 36만5500원에 장을 마감했다. 올 들어 에이피알 주가는 58.66% 급등하는 괴력을 발휘하고 있다. 유럽 시장에서 폭발적인 초기 성과를 보이며 기대감이 모아진 영향으로 풀이된다. 에이피알은 올해 영국을 중심으로 유럽 온라인 시장에 신규...,https://n.news.naver.com/article/newspaper/009/0005663777?date=20260410,경영,0.0035572235131004805,
동아일보,울산형 AI 수중 데이터센터 사업 속도,해수부 ‘표준모델’ 대상지 선정5년간 설비 표준화해 경제성 확보‘해수 냉각’ 방식으로 에너지 효율↑올해 입지 분석부터 단계적 추진2031년에는 단지 조성해 상용화전력 소비가 급증하는 인공지능(AI) 데이터센터의 한계를 극복할 수중 데이터센터 개발이 울산 앞바다에서 본격화된다. 울산시는 이를 계기로 차세대 데이터 인프라를 구축하고 ‘지속 가능한 AI 수도’로 도약하겠다는 구상이다.울산시는 해양수산부의 ‘탄소제로 수중데이터센터 표준모델 개발사업’ 대상지로 선정돼 향후 5년간 국비 400억 원을 포함한 총 511억 원을 해당 사업에 투입한다고 9일 밝혔다. 한국해양과학기술원(KIOST)과 공동 추진하는 이번 사업은 AI와 빅데이터 산업 확장으로 급증하는 데이터 처리 수요와 전력 소비 문제를 동시에 해결하기 위한 ...,https://n.news.naver.com/article/newspaper/020/0003711249?date=20260410,경영,0.0035500903422489944,
중앙일보,"진옥동 “신한 밸류업 2.0, 투자자 가치 극대화”","진옥동(사진) 신한금융그룹 회장은 “신한은행 창립 이념 중 ‘나라를 위한 은행’은 생산적 금융을 통해 실물경제의 성장과 혁신을 뒷받침하는 역할을 의미한다”며 “이런 원칙은 수익성, 자본 효율성, 주주 가치 제고라는 구체적 성과로 이어질 것”이라고 밝혔다. 9일 신한금융그룹에 따르면 진 회장은 최근 주주에게 이런 내용의 서한을 보냈다. 진 회장은 이어 2027년 달성하겠다고 했던 주주환원율 50% 목표를 지난해 조기에 이루고, 해외 사업에서 거둔 세전이익이 1조원을 돌파한 점을 성과로 꼽았다.지난달 연임이 결정된 진 회장은 “첫 임기를 긍정적으로 평가해 주신 모든 투자자께 진심으로 감사드린다. 가치 창출로 보답하겠다”며 “앞으로 이사회 중심의 ‘밸류업 2.0’을 통해 투자자 가치를 극대화하고 차별화된 성장 스...",https://n.news.naver.com/article/newspaper/025/0003515235?date=20260410,경영,0.0035350134216595645,
동아일보,"보유세 가르는 공시가, 층수-조망 따라서도 다르다[부동산 빨간펜]","정부가 1월 1일 기준으로 산정시세반영률 동결에도 서울 18.7%↑건보료-기초연금 등에 영향빌라는 “올려 달라” 요구 더 많아부동산 기사를 읽다 보면 ‘공시가격’이라는 표현이 자주 나옵니다. 공시가격은 일상생활에서 자주 사용하지 않는 표현이라 언뜻 들으면 무슨 의미인지 쉽게 알아듣기 어렵죠. 공시가격과 시세 중 어떤 가격이 더 높은지 헷갈리신다면 이번 부동산 빨간펜을 추천합니다. 이번 부동산 빨간펜에서는 공시가격에 대해 들여다봅니다.Q. 공시가격이 무엇인가요?“공시가격은 각각의 부동산에 대해 과세액이나 연금 등을 산정하기 위해 정부가 별도로 매기는 가격을 말합니다. 재산세, 종합부동산세, 건강보험료, 기초연금 산정 기준 등 67개 행정 목적에 활용되고 있죠. 한국부동산원이 매년 1월 1일을 기준으로 ‘통상적...",https://n.news.naver.com/article/newspaper/020/0003711236?date=20260410,기타,0.003448831331689702,
매일경제,"""K자본시장 10년 로드맵 내놓겠다""","황성엽 금투협회장 취임 100일K자본시장포럼 이달 출범10대 어젠다도 정부에 제출황성엽 금융투자협회장(사진)이 국내 자본시장의 체질을 근본적으로 개선하기 위한 'K-자본시장 10년 청사진'을 제시하겠다는 포부를 밝혔다. 이달 말 출범하는 'K-자본시장포럼'이 자본시장 체질 개선 작업의 선봉장에 선다.황 회장은 9일 서울 여의도에서 열린 취임 100일 기념 기자간담회에서 ""자본시장으로의 머니무브가 가속화되는 지금이야말로 우리 시장이 한 단계 도약할 수 있는 골든타임""이라며 ""우리 자본시장이 '코리아 프리미엄'으로 도약하기 위해서는 흔들림 없는 장기 로드맵이 반드시 필요하다""고 강조했다.황 회장은 이달 말에는 민간 전문가들이 참여하는 K-자본시장포럼을 출범시킬 예정이다. 포럼을 통해 10여 개 핵심 어젠다를 도...",https://n.news.naver.com/article/newspaper/009/0005663779?date=20260410,경영,0.003444267218014751,
동아일보,재판소원 194건 모두 각하… 헌재 “단순 재판불복 안돼” 엄격 적용,"8일까지 하루 13건 꼴 접수 쇄도헌재 “명백한 기본권 침해 있어야”본안 회부된 재판소원 1건도 없어“제도 안착시켜 4심제 우려 불식”지난달 12일 재판소원제 시행 이후 지금껏 헌법재판소가 190건이 넘는 재판소원 청구를 사전 심사했지만 전부 사전심사 단계에서 탈락했다. 시행 전 “사실상 4심제가 되는 것”이라는 우려도 있었지만 아직까진 본격적인 심리를 받는 사건이 한 건도 나오지 않은 것. 법원 안팎에선 “헌재가 명백하게 기본권 침해가 있어야 한다는 엄격한 기준을 제시했기 때문”이라는 분석이 나온다.● 헌재 “단순한 재판 불복은 안 돼”9일 헌재에 따르면 재판소원 제도가 시행된 지난달 12일부터 이달 8일까지 “재판을 취소해 달라”는 청구는 총 358건, 하루 12.8건꼴로 접수됐다. 대법원을 거친 사건뿐...",https://n.news.naver.com/article/newspaper/020/0003711277?date=20260410,기타,0.0034152391833824195,
한국경제,모든 요금제 데이터 무제한…850만명 통신비 줄어든다,"과기정통부 요금제 개편안""AI 시대 기본 통신권 보장""고령층엔 음성·문자도 무제한부총리-통신CEO 협의체 구성앞으로 통신 3사의 모든 LTE·5G 요금제에서 데이터가 무제한 제공된다. 고령층 이용자(만 65세 이상)는 음성·문자를 무제한으로 쓸 수 있게 된다. 이 같은 조치를 통해 850만여 명이 연 3800억원의 통신비를 절감할 수 있을 것으로 전망된다.▶본지 3월 20일자 A1,2면 참조또 과학기술정보통신부와 통신3사는 해킹 등 정보보안 사고를 선제적으로 막기 위해 배경훈 부총리와 각 사 최고경영자(CEO)가 참석하는 정기 협의체를 구성하기로 했다.과기정통부는 9일 ‘민생물가 특별관리 관계장관 태스크포스’(TF)에서 이 같은 내용의 ‘기본 통신권 보장을 위한 요금제 개편 방향’을 발표했다. 인공지능(AI...",https://n.news.naver.com/article/newspaper/015/0005273065?date=20260410,경영,0.0034130810948299994,
중앙일보,"하늘서 ‘강철비’ 쏟아진다…북한, 악마의 무기 집속탄 시험","북한이 지난 6일부터 8일까지 사흘에 걸쳐 단거리탄도미사일(SRBM) ‘화성-11가’(KN-23)에 전자기펄스(EMP)탄·집속탄 등 각종 탄두부를 탑재한 시험을 진행했다고 밝혔다. 이란과 우크라이나 전장에서 효용성이 검증된 무기 개발 능력을 과시하는 한편 한·미의 첨단 전력을 무력화하기 위한 ‘비대칭 전력’ 마련에 골몰하는 모습이다.조선중앙통신은 9일 국방과학원과 미사일총국이 ‘중요 무기체계에 대한 시험’을 진행했다고 보도했다. 합동참모본부에 따르면 북한은 7, 8일 평양과 강원도 원산 일대에서 세 차례에 걸쳐 SRBM 여러 발을 발사했다고 밝혔다.통신은 “미사일총국 탄도미사일체계연구소와 전투부(탄두) 연구소는 전술탄도미사일 산포 전투부 전투 적용성 및 새끼탄 위력 평가시험을 진행했다”면서 “지상 대 지상 ...",https://n.news.naver.com/article/newspaper/025/0003515275?date=20260410,기타,0.003377477987163633,
한국경제,"""묶인 돈만 3조""…'내 돈 어쩌나' 200여곳 증시 퇴출","거래소, 좀비기업 심사 강화200여곳 '증시 퇴출' 사정권…투자자 울상작년 54개社가 '감사의견 미달'올해 들어 상폐된 종목만 37개벌써 작년 1년치의 절반 육박부실기업 퇴출 속도 높이는 정부상폐후보군에 묶인 돈 3조 달해3조1304억원.작년 12월 결산법인 중 ‘감사의견 미달’로 상장폐지 사유가 발생한 유가증권·코스닥시장 상장사 54곳의 시가총액 합산액이다. 3조원 넘는 투자자의 돈이 거래가 정지된 채 묶였다. 이 중 이미 상장폐지가 결정됐거나 2년 이상 연속 감사의견 거절을 받아 상장폐지를 눈앞에 둔 기업 27곳의 시총은 1조7000억원이 넘는다.업계에서는 올해 7월부터 상장 유지를 위한 시가총액 요건이 ‘150억원 이상’에서 ‘200억원 이상’으로 강화되고, 1000원 미만 동전주 상장폐지 등이 시행되...",https://n.news.naver.com/article/newspaper/015/0005273237?date=20260410,경영,0.003316346913286416,
